ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
535,1902,network,9.34,1,Application crashing during use.
536,1824,hardware,10.6,1,Need assistance updating antivirus software.
537,1035,software,3.85,5,Unable to connect to WiFi network.
538,1684,software,3.4,4,VPN connection dropping intermittently.
539,1019,software,2.85,5,Blue screen error on startup.
540,1320,software,4.16,4,Unable to connect to WiFi network.
541,1775,network,5.99,5,Unable to connect to WiFi network.
542,1511,software,2.44,5,VPN connection dropping intermittently.
543,1399,network,9.3,1,Laptop overheating and shutting down.
544,1653,software,3.02,4,Frequent disconnections from corporate network.
545,1971,software,6.48,4,Laptop overheating and shutting down.
546,1882,software,5.59,3,Unable to connect to WiFi network.
547,1470,software,5.44,3,Keyboard keys not working properly.
548,1142,software,7.5,4,Software installation fails with error code.
549,1091,network,5.43,3,Keyboard keys not working properly.
550,1353,software,6.31,5,VPN connection dropping intermittently.
551,1833,network,7.4,2,Unable to connect to WiFi network.
552,1799,network,13.14,3,Unable to connect to WiFi network.
553,1726,network,7.24,3,Need assistance updating antivirus software.
554,1958,software,4.19,4,Frequent disconnections from corporate network.
555,1853,software,5.64,3,Need assistance updating antivirus software.
556,1050,network,7.58,4,VPN connection dropping intermittently.
557,1664,software,3.86,5,Printer not responding to print commands.
558,1697,software,3.54,5,Laptop overheating and shutting down.
559,1574,network,10.92,2,Need assistance updating antivirus software.
560,1189,hardware,6.51,4,VPN connection dropping intermittently.
561,1124,software,5.33,3,Laptop overheating and shutting down.
562,1149,software,6.58,4,VPN connection dropping intermittently.
563,1313,software,6.66,5,Printer not responding to print commands.
564,1569,network,6.8,3,Frequent disconnections from corporate network.
565,1341,software,4.69,3,Frequent disconnections from corporate network.
566,1304,software,4.4,4,VPN connection dropping intermittently.
567,1691,hardware,5.39,4,Need assistance updating antivirus software.
568,1681,network,9.08,1,Frequent disconnections from corporate network.
569,1837,software,5.06,3,Software installation fails with error code.
570,1782,software,7.16,2,Need assistance updating antivirus software.
571,1053,network,6.35,4,Blue screen error on startup.
572,1443,software,6.63,3,Application crashing during use.
573,1612,software,6.74,4,VPN connection dropping intermittently.
574,1992,hardware,10.14,1,VPN connection dropping intermittently.
575,1263,software,1.74,5,VPN connection dropping intermittently.
576,1052,software,4.23,5,Printer not responding to print commands.
577,1571,hardware,15.36,1,VPN connection dropping intermittently.
578,1619,hardware,10.89,1,Frequent disconnections from corporate network.
579,1004,network,9.39,3,Frequent disconnections from corporate network.
580,1102,software,4.87,3,Application crashing during use.
581,1195,software,4.66,3,Application crashing during use.
582,1773,hardware,4.4,5,Keyboard keys not working properly.
583,1876,software,6.19,5,Need assistance updating antivirus software.
584,1991,network,10.16,2,Frequent disconnections from corporate network.
585,1883,software,3.57,4,Frequent disconnections from corporate network.
586,1349,software,4.73,3,Printer not responding to print commands.
587,1046,hardware,9.06,1,Frequent disconnections from corporate network.
588,1866,hardware,11.26,2,Frequent disconnections from corporate network.
589,1822,software,4.18,,Keyboard keys not working properly.
590,1935,network,9.86,3,Software installation fails with error code.
591,1819,software,5.11,3,Keyboard keys not working properly.
592,1655,network,2.9,5,Software installation fails with error code.
593,1268,network,8.89,2,Keyboard keys not working properly.
594,1369,hardware,12.99,1,Frequent disconnections from corporate network.
595,1635,network,5.7,4,Keyboard keys not working properly.
596,1105,software,5.61,,Frequent disconnections from corporate network.
597,1669,hardware,15.49,2,Frequent disconnections from corporate network.
598,1658,software,5.17,4,Application crashing during use.
599,1656,network,10.28,3,Unable to connect to WiFi network.
600,1119,hardware,8.67,3,Software installation fails with error code.
601,1830,network,7.96,4,Blue screen error on startup.
602,1786,software,4.69,4,Need assistance updating antivirus software.
603,1603,hardware,8.84,2,Need assistance updating antivirus software.
604,1057,hardware,9.56,1,Keyboard keys not working properly.
605,1950,software,2.55,5,Unable to connect to WiFi network.
606,1345,software,4.5,4,Printer not responding to print commands.
607,1740,network,10.68,2,Blue screen error on startup.
608,1473,hardware,7.11,2,Need assistance updating antivirus software.
609,1116,hardware,6.8,3,Laptop overheating and shutting down.
610,1829,software,5.09,3,VPN connection dropping intermittently.
611,1790,network,8.22,3,Laptop overheating and shutting down.
612,1126,network,8.75,3,Printer not responding to print commands.
613,1392,network,7.77,3,Blue screen error on startup.
614,1907,software,5.11,3,Need assistance updating antivirus software.
615,1640,software,4.47,3,Keyboard keys not working properly.
616,1057,hardware,6.17,4,VPN connection dropping intermittently.
617,1633,software,4.89,4,Software installation fails with error code.
618,1512,network,9.45,1,Need assistance updating antivirus software.
619,1750,software,5.77,4,Need assistance updating antivirus software.
620,1801,software,2.38,5,Printer not responding to print commands.
621,1095,software,5.38,4,Need assistance updating antivirus software.
622,1637,software,3.66,5,Blue screen error on startup.
623,1117,hardware,14.18,2,Unable to connect to WiFi network.
624,1559,hardware,10.98,2,Blue screen error on startup.
625,1600,network,9.79,1,Software installation fails with error code.
626,1487,network,8.04,3,Unable to connect to WiFi network.
627,1236,software,4.9,4,Need assistance updating antivirus software.
628,1884,network,10.99,2,Need assistance updating antivirus software.
629,1896,software,6.46,4,VPN connection dropping intermittently.
630,1271,network,8.24,2,Need assistance updating antivirus software.
631,1188,software,4.7,5,Frequent disconnections from corporate network.
632,1998,network,4.59,4,Software installation fails with error code.
633,1703,software,5.49,3,Application crashing during use.
634,1446,hardware,9.62,2,Keyboard keys not working properly.
635,1580,network,9.11,1,VPN connection dropping intermittently.
636,1789,network,9.72,1,Laptop overheating and shutting down.
637,1860,software,6.85,3,Unable to connect to WiFi network.
638,1246,hardware,11.01,2,Application crashing during use.
639,1962,network,5.91,5,Keyboard keys not working properly.
640,1075,software,1.78,5,Need assistance updating antivirus software.
641,1153,network,6.35,4,Blue screen error on startup.
642,1655,software,7,3,Frequent disconnections from corporate network.
643,1434,software,7.74,2,Unable to connect to WiFi network.
644,1996,software,4.64,3,Unable to connect to WiFi network.
645,1085,hardware,5.62,4,Unable to connect to WiFi network.
646,1696,network,6.7,5,Software installation fails with error code.
647,1284,hardware,13.41,1,Unable to connect to WiFi network.
648,1973,network,6.82,4,VPN connection dropping intermittently.
649,1219,hardware,11.77,3,Keyboard keys not working properly.
650,1068,software,5.25,3,Blue screen error on startup.
651,1046,hardware,12.13,2,VPN connection dropping intermittently.
652,1093,network,11.64,2,VPN connection dropping intermittently.
653,1749,network,9.18,2,Frequent disconnections from corporate network.
654,1957,software,5.22,3,Blue screen error on startup.
655,1452,software,7.89,3,Frequent disconnections from corporate network.
656,1203,network,8.7,3,Unable to connect to WiFi network.
657,1911,software,3.81,4,Unable to connect to WiFi network.
658,1217,network,9.37,2,VPN connection dropping intermittently.
659,1473,software,5.67,3,VPN connection dropping intermittently.
660,1431,hardware,9.08,3,Unable to connect to WiFi network.
661,1340,software,4.22,4,Printer not responding to print commands.
662,1550,network,7.4,4,Keyboard keys not working properly.
663,1611,software,4.2,3,Software installation fails with error code.
664,1288,network,7.47,2,Application crashing during use.
665,1253,hardware,7.47,2,Need assistance updating antivirus software.
666,1733,network,8.77,2,Laptop overheating and shutting down.
667,1356,software,5.47,3,Blue screen error on startup.
668,1022,hardware,11.04,2,Frequent disconnections from corporate network.
669,1761,hardware,9.81,1,Blue screen error on startup.
670,1521,software,4.73,4,Unable to connect to WiFi network.
671,1757,hardware,14.33,1,Application crashing during use.
672,1836,hardware,10.2,2,Laptop overheating and shutting down.
673,1099,software,6.9,4,VPN connection dropping intermittently.
674,1801,software,3.51,5,VPN connection dropping intermittently.
675,1179,software,5.88,5,Frequent disconnections from corporate network.
676,1222,software,3.9,4,Keyboard keys not working properly.
677,1905,software,4.17,4,Need assistance updating antivirus software.
678,1761,software,4.38,4,Keyboard keys not working properly.
679,1658,network,7.05,3,Application crashing during use.
680,1441,network,7.06,3,Keyboard keys not working properly.
681,1607,network,10.43,1,Frequent disconnections from corporate network.
682,1768,network,8.09,3,Laptop overheating and shutting down.
683,1324,network,8.45,3,Laptop overheating and shutting down.
684,1515,software,4.31,5,Laptop overheating and shutting down.
685,1015,network,9.71,3,VPN connection dropping intermittently.
686,1791,hardware,11.07,1,Printer not responding to print commands.
687,1335,network,7.38,2,Application crashing during use.
688,1758,network,4.83,5,Need assistance updating antivirus software.
689,1257,software,5.32,5,Application crashing during use.
690,1496,software,5.86,,Application crashing during use.
691,1987,network,6.04,3,Keyboard keys not working properly.
692,1895,hardware,9.11,3,Software installation fails with error code.
693,1159,hardware,11.61,2,Application crashing during use.
